,latitude,longitude,geometry
1501,37.7887135,-122.3927145,POINT (-122.3927145 37.7887135)
1502,37.7900992,-122.4021988,POINT (-122.4021988 37.7900992)
1503,40.726517,-74.032177,POINT (-74.032177 40.726517)
1504,37.3670126,-121.9183082,POINT (-121.9183082 37.3670126)
1505,34.054212,-118.464454,POINT (-118.464454 34.054212)
1505,51.5177117,-0.1410218,POINT (-0.1410218 51.5177117)
1506,37.477037,-122.15164,POINT (-122.15164 37.477037)
1507,37.789801,-122.395327,POINT (-122.395327 37.789801)
1508,33.8656817,-84.4709443,POINT (-84.4709443 33.8656817)
1509,40.0179964,-105.2800225,POINT (-105.2800225 40.0179964)
1511,40.026422,-105.228284,POINT (-105.228284 40.026422)
1512,32.1115098,34.8388443,POINT (34.8388443 32.1115098)
1513,37.4192309,-122.0887097,POINT (-122.0887097 37.4192309)
1514,37.563585,-122.324621,POINT (-122.324621 37.563585)
1514,-33.924567,151.038064,POINT (151.038064 -33.924567)
1515,37.423135,-121.894792,POINT (-121.894792 37.423135)
1516,37.3229727,-122.0385792,POINT (-122.0385792 37.3229727)
1517,37.4043966,-122.0213965,POINT (-122.0213965 37.4043966)
1517,28.53536,77.2419522,POINT (77.2419522 28.53536)
1518,37.554214,-121.977451,POINT (-121.977451 37.554214)
1520,37.4253795,-122.1456727,POINT (-122.1456727 37.4253795)
1521,37.666359,-121.884589,POINT (-121.884589 37.666359)
1522,37.3166526,-122.05074,POINT (-122.05074 37.3166526)
1523,37.5078425,-121.9554213,POINT (-121.9554213 37.5078425)
1524,40.756054,-73.986951,POINT (-73.986951 40.756054)
1525,33.7812614,-84.3675617,POINT (-84.3675617 33.7812614)
1526,54.971065,-1.6194034,POINT (-1.6194034 54.971065)
1526,51.5115309,-0.1392765,POINT (-0.1392765 51.5115309)
1527,37.295516,-121.960102,POINT (-121.960102 37.295516)
1529,37.793949,-122.398062,POINT (-122.398062 37.793949)
1531,33.12417,-117.275236,POINT (-117.275236 33.12417)
1532,40.0322598,-105.2271513,POINT (-105.2271513 40.0322598)
1533,49.1739359,-123.071751,POINT (-123.071751 49.1739359)
1534,37.3913,-122.037538,POINT (-122.037538 37.3913)
1536,37.270518,-121.955879,POINT (-121.955879 37.270518)
1537,37.3962827,-122.105531,POINT (-122.105531 37.3962827)
1538,37.7905538,-122.4041485,POINT (-122.4041485 37.7905538)
1539,37.326897,-121.968263,POINT (-121.968263 37.326897)
1541,37.785271,-122.397582,POINT (-122.397582 37.785271)
1542,41.513652,-81.666101,POINT (-81.666101 41.513652)
1543,35.864045,-78.820816,POINT (-78.82081599999999 35.864045)
1544,34.0431973,-118.445584,POINT (-118.445584 34.0431973)
1546,40.752539,-73.987871,POINT (-73.987871 40.752539)
1548,40.4474363,-3.6714915,POINT (-3.6714915 40.4474363)
1548,41.0016627,-5.6937933,POINT (-5.6937933 41.0016627)
1550,4.5980556,-74.0758333,POINT (-74.0758333 4.5980556)
1551,51.491028,-0.281845,POINT (-0.281845 51.491028)
1552,41.878984,-87.637,POINT (-87.637 41.878984)
1553,37.7800539,-122.3912492,POINT (-122.3912492 37.7800539)
1554,37.32136,-122.014616,POINT (-122.014616 37.32136)
1558,37.384206,-121.992805,POINT (-121.992805 37.384206)
1559,32.895605,-117.188893,POINT (-117.188893 32.895605)
1560,38.0148706,-122.5411756,POINT (-122.5411756 38.0148706)
1561,37.431091,-122.099263,POINT (-122.099263 37.431091)
1562,37.5374322,-122.3262074,POINT (-122.3262074 37.5374322)
1563,42.3604755,-71.0954159,POINT (-71.09541590000001 42.3604755)
1565,37.384206,-121.992805,POINT (-121.992805 37.384206)
1566,30.396276,-97.732769,POINT (-97.732769 30.396276)
1568,37.3015115,-121.9303616,POINT (-121.9303616 37.3015115)
1569,39.661171,-105.352174,POINT (-105.352174 39.661171)
1571,42.548008,-83.214753,POINT (-83.214753 42.548008)
1572,42.352313,-71.20695,POINT (-71.20695000000001 42.352313)
1573,42.2960173,-71.2128734,POINT (-71.21287340000001 42.2960173)
1574,29.598713,-81.222298,POINT (-81.22229799999999 29.598713)
1576,38.0085435,-122.5447216,POINT (-122.5447216 38.0085435)
1577,37.3767076,-121.997483,POINT (-121.997483 37.3767076)
1578,45.5044288,-73.5570651,POINT (-73.5570651 45.5044288)
1579,37.3868616,-121.9917771,POINT (-121.9917771 37.3868616)
1580,37.41668,-121.949456,POINT (-121.949456 37.41668)
1581,37.261986,-121.784279,POINT (-121.784279 37.261986)
1582,37.377787,-122.029217,POINT (-122.029217 37.377787)
1583,36.9397206,-121.7768449,POINT (-121.7768449 36.9397206)
1585,37.370056,-121.973157,POINT (-121.973157 37.370056)
1586,37.237937,-121.974591,POINT (-121.974591 37.237937)
1587,59.4074153,17.9514708,POINT (17.9514708 59.4074153)
1588,40.740512,-73.987794,POINT (-73.98779399999999 40.740512)
1590,37.3821368,-121.970505,POINT (-121.970505 37.3821368)
1592,37.417485,-122.075789,POINT (-122.075789 37.417485)
1593,42.3043135,-71.2175836,POINT (-71.2175836 42.3043135)
1595,45.4949481,-73.5740025,POINT (-73.57400250000001 45.4949481)
1596,37.4777028,-121.9250553,POINT (-121.9250553 37.4777028)
1597,37.367838,-121.915594,POINT (-121.915594 37.367838)
1599,37.555962,-122.288006,POINT (-122.288006 37.555962)
1600,37.422677,-121.8934565,POINT (-121.8934565 37.422677)
1601,40.7429533,-73.9844611,POINT (-73.9844611 40.7429533)
1602,42.462373,-71.387308,POINT (-71.387308 42.462373)
1604,36.158887,-86.782056,POINT (-86.782056 36.158887)
1605,37.404044,-121.978956,POINT (-121.978956 37.404044)
1606,19.017656,72.856178,POINT (72.856178 19.017656)
1607,30.306591,-97.826727,POINT (-97.82672700000001 30.306591)
1608,37.553121,-122.301534,POINT (-122.301534 37.553121)
1609,37.317735,-121.949417,POINT (-121.949417 37.317735)
1609,35.8535092,-78.8267112,POINT (-78.82671120000001 35.8535092)
1610,37.395335,-122.102339,POINT (-122.102339 37.395335)
1611,37.3955775,-122.0833286,POINT (-122.0833286 37.3955775)
1612,47.6026054,-122.2848651,POINT (-122.2848651 47.6026054)
1613,37.788796,-122.40971,POINT (-122.40971 37.788796)
1613,29.9739941,-90.0822015,POINT (-90.0822015 29.9739941)
1614,42.338955,-71.595339,POINT (-71.595339 42.338955)
1614,38.9160555,-77.230947,POINT (-77.230947 38.9160555)
1615,38.2743225,-122.6670066,POINT (-122.6670066 38.2743225)
1616,34.213925,-118.487236,POINT (-118.487236 34.213925)
1617,37.3938849,-122.0333152,POINT (-122.0333152 37.3938849)
1618,34.146503,-118.613385,POINT (-118.613385 34.146503)
1619,42.4352222,-71.2344601,POINT (-71.23446010000001 42.4352222)
1621,42.354257,-71.056605,POINT (-71.056605 42.354257)
1622,42.3805557,-71.1746277,POINT (-71.1746277 42.3805557)
1623,30.35504,-97.801083,POINT (-97.80108300000001 30.35504)
1624,37.552104,-121.9780378,POINT (-121.9780378 37.552104)
1626,47.611827,-122.331308,POINT (-122.331308 47.611827)
1627,51.5196135,-0.1020265,POINT (-0.1020265 51.5196135)
1628,37.409064,-121.943149,POINT (-121.943149 37.409064)
1630,38.88521,-76.998641,POINT (-76.99864100000001 38.88521)
1631,37.561111,-122.270487,POINT (-122.270487 37.561111)
1632,37.437328,-122.159928,POINT (-122.159928 37.437328)
1633,45.528908,-122.846665,POINT (-122.846665 45.528908)
1634,40.756054,-73.986951,POINT (-73.986951 40.756054)
1637,37.293687,-121.934573,POINT (-121.934573 37.293687)
1637,48.8722501,2.3283343,POINT (2.3283343 48.8722501)
1638,37.388529,-121.967199,POINT (-121.967199 37.388529)
1639,47.6115873,-122.1961785,POINT (-122.1961785 47.6115873)
1640,37.555773,-122.27977,POINT (-122.27977 37.555773)
1641,12.9593805,77.6378619,POINT (77.6378619 12.9593805)
1645,33.03898,-117.293385,POINT (-117.293385 33.03898)
1646,37.769205,-121.966395,POINT (-121.966395 37.769205)
1646,53.3800107,-1.4629301,POINT (-1.4629301 53.3800107)
1647,12.9084701,77.600339,POINT (77.60033900000001 12.9084701)
1648,37.4239496,-122.1011815,POINT (-122.1011815 37.4239496)
1649,49.2847336,-123.1215927,POINT (-123.1215927 49.2847336)
1650,45.5251,-122.8097,POINT (-122.8097 45.5251)
1651,37.400465,-122.073003,POINT (-122.073003 37.400465)
1652,30.408322,-97.748077,POINT (-97.74807699999999 30.408322)
1653,37.287285,-121.942932,POINT (-121.942932 37.287285)
1655,33.357125,-111.974507,POINT (-111.974507 33.357125)
1656,58.3754107,26.7212208,POINT (26.7212208 58.3754107)
1656,59.42145,24.8021233,POINT (24.8021233 59.42145)
1658,37.7870841,-122.4010675,POINT (-122.4010675 37.7870841)
1661,37.4923675,-121.9533099,POINT (-121.9533099 37.4923675)
1662,43.648786,-79.3777473,POINT (-79.3777473 43.648786)
1665,42.3756409,-72.5196907,POINT (-72.5196907 42.3756409)
1666,37.537542,-122.327609,POINT (-122.327609 37.537542)
1667,40.4905109,-3.7033403,POINT (-3.7033403 40.4905109)
1668,40.733201,-73.991535,POINT (-73.991535 40.733201)
1668,34.0644639,-118.3730432,POINT (-118.3730432 34.0644639)
1669,37.4233698,-122.0986859,POINT (-122.0986859 37.4233698)
1670,40.74727,-73.9800645,POINT (-73.9800645 40.74727)
1671,37.388077,-122.08316,POINT (-122.08316 37.388077)
1672,47.544341,-122.334732,POINT (-122.334732 47.544341)
1673,37.3998333,-122.0465447,POINT (-122.0465447 37.3998333)
1674,37.414271,-122.134666,POINT (-122.134666 37.414271)
1675,37.5561712,-122.0780632,POINT (-122.0780632 37.5561712)
1675,12.971606,77.594376,POINT (77.594376 12.971606)
1676,50.0938491,14.4505336,POINT (14.4505336 50.0938491)
1677,37.7905948,-122.406111,POINT (-122.406111 37.7905948)
1679,41.853615,-72.70375,POINT (-72.70375 41.853615)
1680,51.2057495,4.3904302,POINT (4.3904302 51.2057495)
1680,34.1078241,-118.7526699,POINT (-118.7526699 34.1078241)
1681,32.718834,-117.163841,POINT (-117.163841 32.718834)
1682,47.676762,-122.2049192,POINT (-122.2049192 47.676762)
1683,37.413319,-121.9160606,POINT (-121.9160606 37.413319)
1684,38.9549825,-77.3924756,POINT (-77.3924756 38.9549825)
1685,33.5842816,-117.7306817,POINT (-117.7306817 33.5842816)
1686,51.5224267,-0.1046546,POINT (-0.1046546 51.5224267)
1687,42.318138,-71.24756,POINT (-71.24755999999999 42.318138)
1688,49.2549899,-122.9170962,POINT (-122.9170962 49.2549899)
1689,33.909439,-84.44041,POINT (-84.44041 33.909439)
1690,42.6751888,-71.1469003,POINT (-71.1469003 42.6751888)
1691,34.9707103,-85.3509296,POINT (-85.3509296 34.9707103)
1692,37.511228,-122.200622,POINT (-122.200622 37.511228)
1693,26.72868,-80.099946,POINT (-80.099946 26.72868)
1694,40.750597,-73.985273,POINT (-73.98527300000001 40.750597)
1696,47.6257402,-122.3581623,POINT (-122.3581623 47.6257402)
1697,40.532969,-80.010645,POINT (-80.010645 40.532969)
1700,40.0751561,-75.2850602,POINT (-75.2850602 40.0751561)
1701,55.714683,13.2170029,POINT (13.2170029 55.714683)
1702,37.777995,-122.408914,POINT (-122.408914 37.777995)
1703,30.498112,-97.777273,POINT (-97.77727299999999 30.498112)
1704,42.4871509,-71.1986329,POINT (-71.19863290000001 42.4871509)
1705,47.603364,-122.333359,POINT (-122.333359 47.603364)
1706,55.6924605,12.530107,POINT (12.530107 55.6924605)
1707,51.5119418,-0.0936688,POINT (-0.0936688 51.5119418)
1707,40.7454098,-73.9822211,POINT (-73.9822211 40.7454098)
1707,37.380653,-122.1156934,POINT (-122.1156934 37.380653)
1707,41.2601663,-96.0791435,POINT (-96.0791435 41.2601663)
1708,40.727216,-73.994797,POINT (-73.99479700000001 40.727216)
1711,43.4496954,-80.487328,POINT (-80.48732800000001 43.4496954)
1712,37.232902,-121.964385,POINT (-121.964385 37.232902)
1713,45.5309644,-122.68038,POINT (-122.68038 45.5309644)
1715,37.4189073,-122.0884286,POINT (-122.0884286 37.4189073)
1716,49.8740096,8.6605881,POINT (8.6605881 49.8740096)
1716,40.7438356,-73.9890149,POINT (-73.9890149 40.7438356)
1719,40.146898,-105.1350397,POINT (-105.1350397 40.146898)
1720,37.5024749,-122.220408,POINT (-122.220408 37.5024749)
1723,23.066066,-82.2927796,POINT (-82.2927796 23.066066)
1725,51.671711,-1.289082,POINT (-1.289082 51.671711)
1725,42.508964,-71.13287,POINT (-71.13287 42.508964)
1729,40.75406,-73.999003,POINT (-73.999003 40.75406)
1732,37.442601,-122.162159,POINT (-122.162159 37.442601)
1734,48.8707984,2.3359741,POINT (2.3359741 48.8707984)
1734,40.323339,-74.642505,POINT (-74.642505 40.323339)
1741,40.758343,-73.990152,POINT (-73.99015199999999 40.758343)
1741,34.0188992,-118.4924125,POINT (-118.4924125 34.0188992)
1741,41.890178,-87.634115,POINT (-87.63411499999999 41.890178)
1742,40.054547,-75.515376,POINT (-75.515376 40.054547)
1744,40.738567,-73.987199,POINT (-73.987199 40.738567)
1745,41.0409527,-73.8731834,POINT (-73.8731834 41.0409527)
1746,38.982194,-77.09352,POINT (-77.09352 38.982194)
1747,52.1367844,0.0732335,POINT (0.07323350000000001 52.1367844)
1747,34.185596,-118.596228,POINT (-118.596228 34.185596)
1749,46.9037602,-96.8098798,POINT (-96.8098798 46.9037602)
1754,43.6490631,-79.3749698,POINT (-79.3749698 43.6490631)
1754,42.377467,-71.401307,POINT (-71.401307 42.377467)
1755,42.3406534,-71.0680027,POINT (-71.06800269999999 42.3406534)
1756,1.3006925,103.8575356,POINT (103.8575356 1.3006925)
1756,40.705255,-74.010983,POINT (-74.010983 40.705255)
1757,48.8308091,2.3032201,POINT (2.3032201 48.8308091)
1758,48.8682244,2.3347594,POINT (2.3347594 48.8682244)
1759,37.3973018,-122.0595623,POINT (-122.0595623 37.3973018)
1760,40.720391,-73.9983139,POINT (-73.9983139 40.720391)
1761,37.778551,-122.391686,POINT (-122.391686 37.778551)
1763,33.6156634,-111.8931647,POINT (-111.8931647 33.6156634)
1764,40.7078343,-74.0136605,POINT (-74.0136605 40.7078343)
1765,39.9502045,-75.1618758,POINT (-75.1618758 39.9502045)
1767,47.6103008,-122.3399782,POINT (-122.3399782 47.6103008)
1768,43.7465688,-79.4072765,POINT (-79.40727649999999 43.7465688)
1768,33.887619,-84.710865,POINT (-84.710865 33.887619)
1769,59.3179118,18.0339733,POINT (18.0339733 59.3179118)
1770,55.6659813,12.5800751,POINT (12.5800751 55.6659813)
1771,34.1012181,-118.325739,POINT (-118.325739 34.1012181)
1772,34.007112,-118.489748,POINT (-118.489748 34.007112)
1775,51.5253765,-0.0856982,POINT (-0.0856982 51.5253765)
1776,42.364014,-71.101375,POINT (-71.101375 42.364014)
1777,-31.97822,115.89084,POINT (115.89084 -31.97822)
1778,30.396989,-97.735768,POINT (-97.73576799999999 30.396989)
1779,41.3935324,2.1660785,POINT (2.1660785 41.3935324)
1780,32.0554,34.7595,POINT (34.7595 32.0554)
1781,40.74034,-74.00721,POINT (-74.00721 40.74034)
1782,39.1207909,-77.186506,POINT (-77.18650599999999 39.1207909)
1783,40.73343,-73.990967,POINT (-73.990967 40.73343)
1785,41.879535,-87.624333,POINT (-87.62433299999999 41.879535)
1787,37.393836,-122.099454,POINT (-122.099454 37.393836)
1789,33.954713,-84.2213281,POINT (-84.22132809999999 33.954713)
1790,49.2851733,-123.0952381,POINT (-123.0952381 49.2851733)
1791,-23.5489433,-46.6388182,POINT (-46.6388182 -23.5489433)
1792,47.6209107,-122.361239,POINT (-122.361239 47.6209107)
1793,37.39458,-121.928393,POINT (-121.928393 37.39458)
1794,37.8715926,-122.272747,POINT (-122.272747 37.8715926)
1795,42.365867,-71.092285,POINT (-71.092285 42.365867)
1797,37.7405936,-122.3764714,POINT (-122.3764714 37.7405936)
1799,40.756352,-111.871802,POINT (-111.871802 40.756352)
1799,37.4194816,-121.9747667,POINT (-121.9747667 37.4194816)
1800,30.271393,-97.748623,POINT (-97.74862299999999 30.271393)
1801,40.02375,-105.226353,POINT (-105.226353 40.02375)
1802,32.416174,-90.1633006,POINT (-90.1633006 32.416174)
1802,34.057519,-84.17173,POINT (-84.17173 34.057519)
1802,48.8752305,2.2983373,POINT (2.2983373 48.8752305)
1802,37.791128,-122.398126,POINT (-122.398126 37.791128)
1802,38.9594124,-77.3563279,POINT (-77.3563279 38.9594124)
1805,37.5071591,-122.2605222,POINT (-122.2605222 37.5071591)
1807,37.4757796,-121.9382415,POINT (-121.9382415 37.4757796)
1808,48.8952712,2.4476331,POINT (2.4476331 48.8952712)
1810,37.661523,-122.398667,POINT (-122.398667 37.661523)
1816,37.389615,-122.050179,POINT (-122.050179 37.389615)
1817,40.4158236,-3.696277,POINT (-3.696277 40.4158236)
1818,40.3310529,-111.7276347,POINT (-111.7276347 40.3310529)
1821,47.5826585,-122.1352822,POINT (-122.1352822 47.5826585)
1822,37.6664003,-122.451448,POINT (-122.451448 37.6664003)
1826,33.7489954,-84.3879824,POINT (-84.3879824 33.7489954)
1827,45.4961978,-73.6763827,POINT (-73.6763827 45.4961978)
1828,35.8630913,-78.8245693,POINT (-78.82456929999999 35.8630913)
1831,40.4290508,-79.9707345,POINT (-79.97073450000001 40.4290508)
1832,30.288159,-97.750154,POINT (-97.75015399999999 30.288159)
1833,33.7761977,-84.385257,POINT (-84.385257 33.7761977)
1836,37.4484914,-122.1802812,POINT (-122.1802812 37.4484914)
1837,37.4734314,-121.9417078,POINT (-121.9417078 37.4734314)
1839,30.2734822,-97.7588828,POINT (-97.75888279999999 30.2734822)
1840,37.444531,-122.163352,POINT (-122.163352 37.444531)
1842,32.841791,-117.274602,POINT (-117.274602 32.841791)
1842,32.5217442,-117.0274947,POINT (-117.0274947 32.5217442)
1842,19.4164309,-99.1651395,POINT (-99.1651395 19.4164309)
1844,37.789471,-122.404113,POINT (-122.404113 37.789471)
1848,42.389781,-71.239247,POINT (-71.23924700000001 42.389781)
1854,37.8017938,-122.4043215,POINT (-122.4043215 37.8017938)
1858,47.6452085,-122.3477735,POINT (-122.3477735 47.6452085)
1859,42.675142,-71.1472132,POINT (-71.1472132 42.675142)
1861,37.4757209,-121.9317123,POINT (-121.9317123 37.4757209)
1862,41.6750038,-88.0642145,POINT (-88.06421450000001 41.6750038)
1863,40.7310476,-74.0078134,POINT (-74.0078134 40.7310476)
1864,33.984469,-118.43679,POINT (-118.43679 33.984469)
1865,37.4202074,-122.0933053,POINT (-122.0933053 37.4202074)
1866,33.92997,-118.39683,POINT (-118.39683 33.92997)
1868,33.9660312,-84.2233569,POINT (-84.2233569 33.9660312)
1869,41.8089007,-88.1132884,POINT (-88.1132884 41.8089007)
1871,37.487259,-122.232217,POINT (-122.232217 37.487259)
1872,37.552262,-122.292146,POINT (-122.292146 37.552262)
1874,40.075096,-75.42402,POINT (-75.42402 40.075096)
1875,39.164287,-86.526904,POINT (-86.526904 39.164287)
1876,33.3253347,-111.8591619,POINT (-111.8591619 33.3253347)
1877,37.7795014,-122.3948712,POINT (-122.3948712 37.7795014)
1878,39.862942,-105.206509,POINT (-105.206509 39.862942)
1880,37.377019,-122.11528,POINT (-122.11528 37.377019)
1882,44.9733258,-93.2714719,POINT (-93.27147189999999 44.9733258)
1884,42.3497366,-71.0491901,POINT (-71.0491901 42.3497366)
1885,42.3647559,-71.1032591,POINT (-71.1032591 42.3647559)
1886,30.3752527,-97.7815663,POINT (-97.78156629999999 30.3752527)
1887,49.1859246,-123.1072471,POINT (-123.1072471 49.1859246)
1888,30.2708829,-97.7418001,POINT (-97.74180010000001 30.2708829)
1890,26.2032036,-80.1510951,POINT (-80.15109510000001 26.2032036)
1892,47.6220245,-122.3350847,POINT (-122.3350847 47.6220245)
1893,42.3488891,-71.1068046,POINT (-71.1068046 42.3488891)
1898,42.3678629,-71.1998364,POINT (-71.1998364 42.3678629)
1899,43.6878093,-79.3958388,POINT (-79.39583880000001 43.6878093)
1899,42.356931,-71.053991,POINT (-71.053991 42.356931)
1900,37.393536,-122.076747,POINT (-122.076747 37.393536)
1901,37.536402,-122.325129,POINT (-122.325129 37.536402)
1901,30.42845,-97.748816,POINT (-97.74881600000001 30.42845)
1902,40.753881,-73.978852,POINT (-73.978852 40.753881)
1903,41.879641,-87.6425816,POINT (-87.6425816 41.879641)
1903,40.766734,-73.988265,POINT (-73.988265 40.766734)
1905,37.791388,-122.392148,POINT (-122.392148 37.791388)
1906,37.414407,-122.016499,POINT (-122.016499 37.414407)
1907,37.2612396,-121.9594672,POINT (-121.9594672 37.2612396)
1908,29.5399005,-95.064003,POINT (-95.064003 29.5399005)
1909,40.535316,-74.521435,POINT (-74.521435 40.535316)
1910,45.3774456,-122.7569561,POINT (-122.7569561 45.3774456)
1911,37.380364,-121.9823779,POINT (-121.9823779 37.380364)
1913,40.6454932,-73.9451011,POINT (-73.9451011 40.6454932)
1914,39.281734,-76.581864,POINT (-76.581864 39.281734)
1915,30.239294,-97.838813,POINT (-97.838813 30.239294)
1916,37.788864,-122.4008487,POINT (-122.4008487 37.788864)
1917,37.69249,-121.900722,POINT (-121.900722 37.69249)
1918,32.88791,-117.176096,POINT (-117.176096 32.88791)
1919,39.8728373,-75.4784988,POINT (-75.4784988 39.8728373)
1921,51.4515283,-2.1334555,POINT (-2.1334555 51.4515283)
1922,30.396989,-97.735768,POINT (-97.73576799999999 30.396989)
1924,51.462108,-0.295441,POINT (-0.295441 51.462108)
1924,40.7615818,-73.970624,POINT (-73.970624 40.7615818)
1925,27.6476577,-80.3821092,POINT (-80.3821092 27.6476577)
1925,34.046788,-84.300914,POINT (-84.30091400000001 34.046788)
1926,51.865488,-2.235187,POINT (-2.235187 51.865488)
1927,40.743877,-73.98618,POINT (-73.98618 40.743877)
1932,-33.947414,150.967905,POINT (150.967905 -33.947414)
1933,39.281734,-76.581864,POINT (-76.581864 39.281734)
1935,37.7697623,-122.4183929,POINT (-122.4183929 37.7697623)
1936,59.6121259,17.8947672,POINT (17.8947672 59.6121259)
1937,52.5092312,13.3883606,POINT (13.3883606 52.5092312)
1939,37.390233,-122.033741,POINT (-122.033741 37.390233)
1942,37.553743,-122.300246,POINT (-122.300246 37.553743)
1945,48.8711089,2.3935987,POINT (2.3935987 48.8711089)
1946,42.4236783,-71.2459523,POINT (-71.2459523 42.4236783)
1947,60.4500359,22.2930547,POINT (22.2930547 60.4500359)
1948,37.775196,-122.419204,POINT (-122.419204 37.775196)
1950,42.2927344,-85.5796432,POINT (-85.57964320000001 42.2927344)
1951,46.5177782,6.5625638,POINT (6.5625638 46.5177782)
1953,40.707954,-74.011114,POINT (-74.01111400000001 40.707954)
1954,48.2676378,11.6639395,POINT (11.6639395 48.2676378)
1955,40.438423,-80.001933,POINT (-80.00193299999999 40.438423)
1959,51.543337,-0.172364,POINT (-0.172364 51.543337)
1961,42.5424744,-83.2851103,POINT (-83.2851103 42.5424744)
1962,37.5646055,-122.3229235,POINT (-122.3229235 37.5646055)
1964,60.2268115,25.014409,POINT (25.014409 60.2268115)
1964,37.349392,-122.087208,POINT (-122.087208 37.349392)
1965,42.2968126,-71.3876282,POINT (-71.38762819999999 42.2968126)
1966,34.146436,-118.153136,POINT (-118.153136 34.146436)
1968,37.775206,-122.419209,POINT (-122.419209 37.775206)
1969,33.658546,-117.86595,POINT (-117.86595 33.658546)
1970,37.48413,-122.169472,POINT (-122.169472 37.48413)
1971,45.5124334,-73.5550157,POINT (-73.5550157 45.5124334)
1974,34.144014,-118.001268,POINT (-118.001268 34.144014)
1975,39.0610803,-76.8863954,POINT (-76.8863954 39.0610803)
1976,37.692934,-121.904945,POINT (-121.904945 37.692934)
1977,37.7770719,-122.3966273,POINT (-122.3966273 37.7770719)
1983,37.7871306,-122.4041075,POINT (-122.4041075 37.7871306)
1985,45.4636889,9.1881408,POINT (9.188140799999999 45.4636889)
1986,40.756054,-73.986951,POINT (-73.986951 40.756054)
1987,42.3406534,-71.0680027,POINT (-71.06800269999999 42.3406534)
1988,34.143507,-118.763605,POINT (-118.763605 34.143507)
1989,48.8318497,2.3389864,POINT (2.3389864 48.8318497)
1990,33.526748,-117.177144,POINT (-117.177144 33.526748)
1991,34.0272246,-118.4682333,POINT (-118.4682333 34.0272246)
1992,42.3853985,-83.5069834,POINT (-83.5069834 42.3853985)
1994,34.007967,-118.489681,POINT (-118.489681 34.007967)
1995,42.36867,-71.150248,POINT (-71.150248 42.36867)
1996,41.424425,-81.822531,POINT (-81.822531 41.424425)
1997,33.671428,-117.791423,POINT (-117.791423 33.671428)
1998,40.7775647,-73.9459335,POINT (-73.9459335 40.7775647)
2003,42.5102913,-71.1474063,POINT (-71.1474063 42.5102913)
2004,37.7871306,-122.4041075,POINT (-122.4041075 37.7871306)
2006,39.110655,-77.154466,POINT (-77.154466 39.110655)
2007,36.35198,-119.368461,POINT (-119.368461 36.35198)
2007,41.195017,-96.0942872,POINT (-96.0942872 41.195017)
2008,12.9349604,77.6136847,POINT (77.61368469999999 12.9349604)
2011,29.768442,-95.401093,POINT (-95.401093 29.768442)
2012,40.068752,-105.208027,POINT (-105.208027 40.068752)
2013,32.89892,-117.242961,POINT (-117.242961 32.89892)
2014,40.830662,-77.844388,POINT (-77.844388 40.830662)
2015,32.894045,-117.234724,POINT (-117.234724 32.894045)
2016,29.7848982,-82.4801871,POINT (-82.48018709999999 29.7848982)
2019,37.383175,-121.915418,POINT (-121.915418 37.383175)
2021,46.1685443,6.1036257,POINT (6.1036257 46.1685443)
2022,37.4817249,-122.1711165,POINT (-122.1711165 37.4817249)
2024,43.3368952,11.3075198,POINT (11.3075198 43.3368952)
2025,51.519816,-0.1361616,POINT (-0.1361616 51.519816)
2027,30.3542873,-97.7976572,POINT (-97.7976572 30.3542873)
2028,34.030479,-118.3814329,POINT (-118.3814329 34.030479)
2029,59.4995085,17.9263734,POINT (17.9263734 59.4995085)
2032,51.4983521,6.8126313,POINT (6.8126313 51.4983521)
2033,51.5209358,-0.1424094,POINT (-0.1424094 51.5209358)
2034,37.723803,-122.240937,POINT (-122.240937 37.723803)
2036,37.658713,-122.399382,POINT (-122.399382 37.658713)
2037,37.6656476,-122.3843489,POINT (-122.3843489 37.6656476)
2039,42.061187,-88.0794478,POINT (-88.0794478 42.061187)
2042,32.843245,-117.279345,POINT (-117.279345 32.843245)
2043,42.392628,-71.151216,POINT (-71.15121600000001 42.392628)
2044,30.327779,-97.669955,POINT (-97.669955 30.327779)
2045,46.5567716,6.6833176,POINT (6.6833176 46.5567716)
2047,42.101977,-72.637994,POINT (-72.63799400000001 42.101977)
2047,42.3736158,-71.1097335,POINT (-71.1097335 42.3736158)
2049,51.8205815,0.0118608,POINT (0.0118608 51.8205815)
2051,53.3401356,-6.2962414,POINT (-6.2962414 53.3401356)
2052,37.661543,-122.390464,POINT (-122.390464 37.661543)
2053,47.6234781,-122.3343544,POINT (-122.3343544 47.6234781)
2054,37.317847,-121.948469,POINT (-121.948469 37.317847)
2056,37.416349,-122.085021,POINT (-122.085021 37.416349)
2057,37.524422,-122.265869,POINT (-122.265869 37.524422)
2058,29.7847641,-82.4768036,POINT (-82.4768036 29.7847641)
2060,37.394118,-122.035378,POINT (-122.035378 37.394118)
2061,28.7164018,77.1765029,POINT (77.1765029 28.7164018)
2062,40.5932386,-105.0766501,POINT (-105.0766501 40.5932386)
2063,48.8566667,2.3509871,POINT (2.3509871 48.8566667)
2064,39.1880124,-119.7480697,POINT (-119.7480697 39.1880124)
2066,42.3694815,-71.0771871,POINT (-71.0771871 42.3694815)
2067,52.4947266,13.398504,POINT (13.398504 52.4947266)
2067,34.0522342,-118.2436849,POINT (-118.2436849 34.0522342)
2069,35.911347,-78.976038,POINT (-78.976038 35.911347)
2070,41.4225841,-81.3857728,POINT (-81.3857728 41.4225841)
